30,"May 1, 2017 9:52:34 AM","May 8, 2017 3:54:00 PM",Complete,102915235,,,English,android-app://com.google.android.gm,android-app://com.google.android.gm,8519783e4627c9431fb32c78293003f9,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G920V Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chr","Mozilla/5.0 (Linux; Android 5.1.1; SM-G920V Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",,x,x,x,United States,Chico,CA,x,Chico,,,,"CSCI 40A	–	Ronald",,,,,,,,,,,,,,,,,,,,,,,,,,,,100% online,Always,Not much,NA,,Rarely,Not much,Never,,Never,,Never,,Always,Some,Rarely,Not much,Sometimes,Not much,,Rarely,Some,Sometimes,Not much,Sometimes,Not much,Sometimes,Some,Sometimes,Not much,Sometimes,Not much,Sometimes,Not much,Sometimes,Not much,Rarely,Some,Rarely,Not much,Sometimes,Some,Sometimes,Some,Rarely,Some,,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,,M,,Asian,3.51-4.00,No,16-18,1-10,No,,,,,,,Yes,Yes,x,
31,"May 1, 2017 9:52:25 AM","May 1, 2017 9:56:12 AM",Complete,102917855,,,English,,,8684bf24a769951326b7e6966e4d80d7,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1",,x,x,x,United States,San Marcos,CA,x,San Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PSYC 341	–	Nguyen",,,,Mostly in-person,Always,Some,Always,Some,Always,Some,Always,Some,Always,Some,Sometimes,Some,Sometimes,Some,Sometimes,Some,Sometimes,Some,Labster  Quizzes Online lectures ,Often,Some,Sometimes,Some,Sometimes,Some,Sometimes,Some,Always,Some,Always,Some,Always,A lot,Always,Some,Sometimes,Some,Often,Some,Often,Some,Sometimes,Some,Often,Some,Labster Online quizzes Online lectyres,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,No change in confidence,More Confident,More Confident,No change in confidence,No change in confidence,More Confident,More Confident,,F,,American Indian/Alaska Native,2.51-3.00,Yes,12-15,21-30,No,,,,,,,Yes,Yes,x,x
32,"May 1, 2017 9:52:11 AM","May 1, 2017 10:03:15 AM",Complete,102916586,,,English,android-app://com.google.android.gm,android-app://com.google.android.gm,b335d45d8a7e9bb5901114aba63b9d4c,"Mozilla/5.0 (Linux; Android 6.0; XT1575 Build/MPHS24.49-18-16) AppleWebKit/537.36 (KHTML, like Gecko","Mozilla/5.0 (Linux; Android 6.0; XT1575 Build/MPHS24.49-18-16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",,x,x,x,United States,Fresno,CA,x,Fresno,,,,,,,,"PHYS 131	–	Sutter",,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Sometimes,Some,Rarely,Some,Sometimes,A lot,Sometimes,A lot,Never,,Sometimes,A lot,Never,,Never,,Sometimes,Some,"Group activities, groups in labs, online activities",Never,,NA,,NA,,Never,,NA,,Rarely,A lot,Always,Some,Rarely,Some,NA,,NA,,NA,,NA,,Always,A lot,"Zybooks.com, online quizes.",Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,If more students would interact with each other their grades would improve so much instead of being in the low C's,No change in confidence,No change in confidence,No change in confidence,More Confident,N/A,N/A,Less Confident,Less Confident,No change in confidence,More Confident,Less Confident,More Confident,More Confident,No change in confidence,Less Confident,N/A,Im a shy person,M,,Decline to state,2.00-2.50,No,12-15,11-20,No,,,,,,,Yes,Yes,x,x
35,"May 1, 2017 9:53:16 AM","May 1, 2017 10:01:30 AM",Complete,102915924,,,English,,,227af75ede102da2511703c36f7d3da9,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Cr","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/58.0.3029.83 Mobile/14E304 Safari/602.1",,x,x,x,United States,Chico,CA,x,Chico,,,,"PHYS 204B	–	Pascal",,,,,,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Always,A lot,Always,A lot,Always,A lot,Often,A lot,Often,Some,Often,A lot,Rarely,Not much,Sometimes,Not much,Always,A lot,"Labs, working out problems on the whiteboards, and mastering physics homework",NA,,NA,,Always,A lot,Sometimes,Some,NA,,NA,,NA,,NA,,NA,,NA,,Always,A lot,NA,,NA,,"Mastering physics homework, perusall, lab videos",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,,More Confident,No change in confidence,More Confident,No change in confidence,More Confident,N/A,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,,F,,Decline to state,3.51-4.00,Decline to state,16-18,11-20,No,,,,,,,Yes,No,,x
36,"May 1, 2017 9:52:56 AM","May 1, 2017 10:10:10 AM",Complete,102916497,,,English,,,3e4e03562d4661b3fc5892cbe32b4cf3,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",,x,x,x,United States,Fresno,CA,x,Fresno,,,,,,,,"CHEM 732	–	Gonzaga",,,,,,,,,,,,,,,,,,,,,,,,Mostly in-person,Sometimes,A lot,Often,A lot,Sometimes,A lot,Rarely,A lot,Often,A lot,Sometimes,A lot,Sometimes,A lot,Sometimes,A lot,Always,A lot,"The presentation were a great way of knowing the history or information of chicanos,the book readings talked about images chicanos did and what they mean also the the corridors told a story umporarnat meaningful aroris",Sometimes,A lot,NA,,NA,,Sometimes,A lot,Always,A lot,Always,A lot,Sometimes,A lot,Always,A lot,NA,,Sometimes,A lot,NA,,NA,,NA,,Blackboard we would have our assugnants on there. Docs for our work done and presentation slides or any fancy other ones to make it look really nice,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,,F,,Hispanic/Latino,2.00-2.50,Yes,12-15,0,No,,,,,,,Yes,No,x,x
38,"May 1, 2017 9:53:55 AM","May 1, 2017 10:12:40 AM",Complete,102916535,,,English,,,a3bac414047fab00f71f1e675b3e6741,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,x,x,x,United States,Fresno,CA,x,Fresno,,,,,,,,"CHEM 732	–	Gonzaga",,,,,,,,,,,,,,,,,,,,,,,,Mostly in-person,Sometimes,Some,Always,Some,Sometimes,A lot,NA,,Often,A lot,Never,,NA,,Never,,Always,A lot,1: Blackboard discussion boards  2: Group Research project 3: Reading ,Always,A lot,NA,,NA,,NA,,NA,,Often,A lot,NA,,Rarely,A lot,NA,,NA,,NA,,NA,,NA,,1. Blackboard  2. YouTube 3. Ebooks,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,Less Confident,More Confident,Less Confident,No change in confidence,Less Confident,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,More Confident,Less Confident,Less Confident,,F,,Hispanic/Latino,3.01-3.50,No,12-15,21-30,No,,,,,,,Yes,Yes,x,
39,"May 1, 2017 9:55:28 AM","May 1, 2017 10:04:17 AM",Complete,102915398,,,English,,,a9cf3c6819cdb2dab9f274dde5259616,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",,x,x,x,United States,Chico,CA,x,Chico,,,,"PHYS 131	–	Sutter",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly online,Always,A lot,Often,A lot,Sometimes,Some,Always,A lot,Often,Some,Often,A lot,Never,,Never,,Sometimes,A lot,"Class discussions, peer review, and ",Rarely,Some,Always,A lot,Always,A lot,NA,,Always,A lot,Never,,Always,Some,Often,A lot,Never,,Never,,Never,,Never,,Never,,"GOOGLE, Video recording devices",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It is an amazing class that I enjoy going to ,More Confident,More Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,More Confident,More Confident,More Confident,I will agree that my confidence level has increased since taking this course but i still have a lot of self work to do,M,,Multi-Racial (two or more races),2.00-2.50,Yes,12-15,1-10,No,,,,,,,Yes,No,x,x
40,"May 1, 2017 9:57:12 AM","May 1, 2017 10:06:08 AM",Complete,102915350,,,English,,,9d6901662d6493bd2027a7d712aa8f12,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriO","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.79 Mobile/14C92 Safari/602.1",,x,x,x,United States,Chico,CA,x,Chico,,,,"PHYS 131	–	Sutter",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly in-person,Always,A lot,Always,A lot,Sometimes,A lot,Always,A lot,Often,A lot,Always,A lot,NA,,Never,,Always,A lot,"I think that the in class discussions following the online lesson helped a lot, we revisited things that were taught. I also enjoy the online videos because you can somewhat watch them on your own time. Lastly I really like when teachers have all students participate in a discussion, not group work for points. ",Always,A lot,Sometimes,Some,Never,,Never,,Always,A lot,Never,,Often,A lot,Often,A lot,NA,,Never,,Never,,Never,,NA,,Blackboard is helpful for the quizzes and announcements. I like google for our surveys we have done. I also like google docs a lot.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,More Confident,No change in confidence,More Confident,No change in confidence,No change in confidence,No change in confidence,More Confident,No change in confidence,More Confident,More Confident,No change in confidence,No change in confidence,More Confident,More Confident,More Confident,No change in confidence,,F,,White/Caucasian,Below 2.00,No,12-15,21-30,No,,,,,,,Yes,Yes,,x
43,"May 1, 2017 9:58:55 AM","May 1, 2017 10:08:47 AM",Complete,102915206,,,English,,,8329cb5a7850bd893c88b598667b1942,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",,x,x,x,United States,Chico,CA,x,Chico,,,,"PHYS 131	–	Sutter",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly in-person,Sometimes,Some,Often,Some,Often,Some,Often,Some,Often,Some,Often,Some,Sometimes,Some,Never,,Often,Some,-In class discussions -relatable scenarios -homework,Never,,Often,Some,Never,,Never,,Often,Some,Never,,Often,Some,Rarely,Some,Never,,Never,,Never,,Never,,Never,,online lectures in-class lectures ,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,No change in confidence,,F,,White/Caucasian,Below 2.00,No,16-18,0,No,,,,,,,Yes,No,x,x
44,"May 1, 2017 10:03:26 AM","May 1, 2017 10:10:59 AM",Complete,102916156,,,English,,,d2900ec29e32d212805de7c8092cb3f1,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,,CA,x,Chico,,,,"PSCI 109	–	Humphrey",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly online,Often,Some,Sometimes,Some,Rarely,None,Never,,NA,,Sometimes,A lot,Never,,Always,A lot,Always,Some,"The practice test, study guides and worksheets",Always,Some,Always,Some,Always,Some,Never,,Always,Some,Rarely,Some,Always,Some,Never,,Always,Some,Never,,NA,,Never,,Never,,"Calculator, my stat lab and youtube",Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,"Good class for students like me, who aren't good at math ",N/A,N/A,N/A,More Confident,N/A,N/A,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,N/A,N/A,,F,,White/Caucasian,3.01-3.50,Decline to state,12-15,0,No,,,,,,,Yes,Yes,x,x
46,"May 1, 2017 10:04:54 AM","May 1, 2017 10:19:18 AM",Complete,102916594,,,English,android-app://com.google.android.gm,android-app://com.google.android.gm,7ecf2082d8934b5eafab9508f8dc27b5,"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G900AZ Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gec","Mozilla/5.0 (Linux; Android 5.0; SAMSUNG-SM-G900AZ Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",,x,x,x,United States,Clovis,CA,x,Fresno,,,,,,,,"CHEM 400	–	Red",,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Often,Some,Always,A lot,Sometimes,Some,Never,,NA,,Sometimes,A lot,Often,A lot,Never,,Always,Not much,Group discussions. SI Sessions. Office Hours.,Always,A lot,Always,A lot,NA,,Often,Some,NA,,Sometimes,Not much,Always,A lot,Often,Some,NA,,Rarely,Some,NA,,NA,,NA,,Zybook. Blackboard. Google Classroom.,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Labs for this course were much harder than what the book thaught us. They were good for learning more difficult concepts nut the book used should definitely teach more.,Less Confident,More Confident,Less Confident,No change in confidence,No change in confidence,Less Confident,Less Confident,More Confident,No change in confidence,More Confident,Less Confident,More Confident,More Confident,More Confident,No change in confidence,More Confident,"I don't really like to speak in front of groups of people, but I learn from my peers questions.",M,,Hispanic/Latino,3.51-4.00,Yes,16-18,0,No,,,,,,,Yes,Yes,x,x
47,"May 1, 2017 10:04:45 AM","May 8, 2017 4:15:19 PM",Complete,102915903,,,English,,,d75ac29a665598c1b5625ee12b33ffb7,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",,x,x,x,United States,Chico,CA,x,Chico,,,,"PHYS 131	–	Sutter",,,,,,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Always,Not much,Often,Some,Always,Some,Rarely,Some,NA,,Often,A lot,NA,,NA,,Always,Not much,,NA,,Sometimes,Some,NA,,Rarely,Not much,NA,,Sometimes,A lot,Sometimes,Some,Sometimes,Not much,NA,,Never,,Sometimes,None,Often,A lot,NA,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,,No change in confidence,N/A,Less Confident,Less Confident,Less Confident,Less Confident,Less Confident,No change in confidence,No change in confidence,No change in confidence,Less Confident,No change in confidence,No change in confidence,Less Confident,Less Confident,Less Confident,,F,,White/Caucasian,3.01-3.50,No,12-15,1-10,No,,,,,,,No,No,,
48,"May 1, 2017 10:06:37 AM","May 1, 2017 10:15:04 AM",Complete,102858630,,,English,,,b4b3e15af492b15480ef413ddff33fbe,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,Chico,CA,x,Chico,,,,"PHYS 131	–	Sutter",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly in-person,Often,A lot,Always,A lot,Sometimes,Some,Often,Some,NA,,Never,,Never,,NA,,Often,Some,"The activities that helped me the most with this class were the speeches outlines, prompt discussion and the instructor's power points.",Never,,Always,A lot,NA,,NA,,Always,A lot,Never,,Always,A lot,Never,,NA,,Never,,NA,,NA,,NA,,"Turnitin, textbook online and quizzes online",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Everything was very good specified and the instructor always express what she expected from us,More Confident,No change in confidence,More Confident,More Confident,N/A,N/A,N/A,More Confident,More Confident,More Confident,N/A,N/A,More Confident,More Confident,More Confident,No change in confidence,,M,,Hispanic/Latino,2.51-3.00,Yes,12-15,0,No,,,,,,,Yes,Yes,x,x
51,"May 1, 2017 10:07:49 AM","May 1, 2017 10:15:38 AM",Complete,102915923,,,English,,,78816098291efa47de4367aaa0a11f0b,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Ve","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1",,x,x,x,United States,Orangevale,CA,x,Chico,,,,"MATH 500	–	Westin",,,,,,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Often,A lot,Often,Some,Always,A lot,Often,Some,Sometimes,Some,Often,A lot,Sometimes,Some,Rarely,Not much,Always,A lot,"In class examples, written homework problems, in class discussions",Sometimes,Some,Never,,Always,A lot,Sometimes,Some,NA,,Sometimes,Some,NA,,Never,,Often,A lot,Never,,Always,Some,Never,,Sometimes,Some,"Clicker questions, khan acadamey, google",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No change in confidence,No change in confidence,No change in confidence,N/A,N/A,N/A,More Confident,More Confident,No change in confidence,More Confident,More Confident,More Confident,No change in confidence,More Confident,No change in confidence,More Confident,Overall I feel more confident in myself when I need to ask for help or when helping others,M,,Asian,3.51-4.00,Yes,16-18,0,No,,,,,,,Yes,No,x,
52,"May 1, 2017 10:08:58 AM","May 1, 2017 10:17:08 AM",Complete,102916538,,,English,,,c536d0927ca4173a57b39a72f49268a7,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,x,x,x,United States,Fresno,CA,x,Fresno,,,,,,,,"CE 225	–	Toms",,,,,,,,,,,,,,,,,,,,,,,,100% in-person,Always,A lot,Always,A lot,Always,A lot,Often,Some,Sometimes,Some,Sometimes,Some,Often,Some,NA,,Always,A lot,Class examples  PowerPoint  Homework ,Never,,Never,,Never,,Never,,Often,Some,Rarely,Not much,Always,A lot,Always,A lot,Often,A lot,Rarely,Not much,NA,,NA,,Sometimes,Some,Videos  Examples  PowerPoint ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,,No change in confidence,No change in confidence,No change in confidence,No change in confidence,N/A,N/A,No change in confidence,More Confident,More Confident,More Confident,More Confident,More Confident,More Confident,N/A,No change in confidence,More Confident,,F,,White/Caucasian,3.01-3.50,Yes,16-18,11-20,No,,,,,,,Yes,Yes,x,x
